user_id,session_id,timestamp,hour_of_day,day_of_week,agent_used,task_type,interaction_duration,completion_status,priority_level,response_time,feedback_score,language,sentiment_score,follow_up_required
U009,S541,2025-02-01 14:42:00,14,5,Calendar Agent,Resolve Conflict,423,Completed,High,10,4.1,German,-0.29,No
U007,S542,2025-02-01 12:17:00,12,5,Executive Assistant,Send Email,82,Failed,High,6,4.6,Spanish,-0.72,Yes
U012,S543,2025-02-01 23:53:00,23,5,Calendar Agent,Send Confirmation,263,In Progress,Low,3,3.9,French,0.27,No
U005,S544,2025-02-01 22:06:00,22,5,Task Management,Track Progress,249,In Progress,Low,6,4.9,English,-0.81,No
U032,S545,2025-02-01 13:04:00,13,5,Executive Assistant,Generate Summary,509,Failed,High,9,4.8,Spanish,-0.83,No
U037,S546,2025-02-02 02:42:00,2,6,Task Management,Send Reminder,489,In Progress,Medium,3,3.0,Chinese,0.72,No
U041,S547,2025-02-01 11:17:00,11,5,Calendar Agent,Update Event,109,Completed,Medium,10,4.2,French,-0.57,Yes
U043,S548,2025-02-01 19:21:00,19,5,Calendar Agent,Resolve Conflict,399,Failed,Medium,5,4.4,German,-0.52,Yes
U008,S549,2025-02-01 22:51:00,22,5,Executive Assistant,Schedule Meeting,519,In Progress,Low,6,4.8,Chinese,0.95,No
U006,S550,2025-02-01 09:39:00,9,5,Task Management,Track Progress,220,Failed,High,10,3.8,English,-0.88,No
U016,S551,2025-02-01 11:37:00,11,5,Executive Assistant,Send Email,178,In Progress,High,6,4.7,German,-0.37,Yes
U032,S552,2025-02-02 04:33:00,4,6,Executive Assistant,Schedule Meeting,193,Failed,Medium,1,3.1,French,-0.62,No
U027,S553,2025-02-01 23:49:00,23,5,Calendar Agent,Resolve Conflict,341,In Progress,High,10,4.9,Spanish,0.6,Yes
U006,S554,2025-02-01 17:32:00,17,5,Executive Assistant,Generate Summary,458,Failed,High,9,4.8,Chinese,-0.28,Yes
U013,S555,2025-02-01 13:35:00,13,5,Calendar Agent,Send Confirmation,180,Completed,Medium,6,3.6,Chinese,-0.43,No
U026,S556,2025-02-01 14:11:00,14,5,Executive Assistant,Schedule Meeting,552,Completed,Medium,10,3.5,German,0.27,No
U014,S557,2025-02-01 15:00:00,15,5,Executive Assistant,Schedule Meeting,598,Completed,Medium,5,3.2,French,0.38,Yes
U023,S558,2025-02-02 00:17:00,0,6,Task Management,Track Progress,127,In Progress,High,9,3.7,English,-0.51,No
U049,S559,2025-02-01 13:05:00,13,5,Executive Assistant,Generate Summary,125,Failed,Medium,4,4.6,Spanish,-0.31,Yes
U017,S560,2025-02-01 21:19:00,21,5,Calendar Agent,Update Event,164,In Progress,High,6,3.8,Chinese,0.15,No
U016,S561,2025-02-01 22:24:00,22,5,Task Management,Assign Task,434,Completed,Medium,10,3.9,English,-0.08,Yes
U011,S562,2025-02-02 00:08:00,0,6,Task Management,Send Reminder,422,Failed,Medium,3,4.0,English,-0.98,Yes
U048,S563,2025-02-01 19:15:00,19,5,Task Management,Track Progress,269,In Progress,High,5,4.4,German,-0.27,Yes
U044,S564,2025-02-02 03:47:00,3,6,Calendar Agent,Resolve Conflict,581,Completed,High,2,3.2,French,-0.27,No
U003,S565,2025-02-01 16:43:00,16,5,Task Management,Send Reminder,331,Completed,Medium,9,3.8,Chinese,-0.14,No
U041,S566,2025-02-01 13:25:00,13,5,Executive Assistant,Send Email,298,Completed,High,1,4.8,German,-0.81,No
U011,S567,2025-02-01 11:24:00,11,5,Executive Assistant,Generate Summary,472,Completed,Medium,6,3.4,English,-0.56,No
U031,S568,2025-02-02 06:19:00,6,6,Calendar Agent,Send Confirmation,576,Completed,High,4,4.7,French,-0.6,No
U044,S569,2025-02-02 04:05:00,4,6,Executive Assistant,Send Email,417,Failed,High,5,3.7,French,-0.45,Yes
U028,S570,2025-02-01 14:55:00,14,5,Calendar Agent,Send Confirmation,173,In Progress,High,2,4.6,German,-0.04,Yes
U017,S571,2025-02-02 00:30:00,0,6,Task Management,Track Progress,577,Failed,Medium,9,4.0,English,-0.06,No
U028,S572,2025-02-02 06:55:00,6,6,Calendar Agent,Send Confirmation,492,Completed,High,3,3.5,English,-0.86,Yes
U020,S573,2025-02-01 22:09:00,22,5,Calendar Agent,Send Confirmation,585,Completed,Medium,2,3.6,German,0.45,No
U027,S574,2025-02-02 02:24:00,2,6,Task Management,Track Progress,546,In Progress,Low,7,3.2,Chinese,0.44,Yes
U023,S575,2025-02-01 10:06:00,10,5,Executive Assistant,Schedule Meeting,445,In Progress,High,8,4.6,German,-0.94,Yes
U044,S576,2025-02-02 01:02:00,1,6,Calendar Agent,Update Event,573,Failed,Low,1,4.2,French,-0.22,No
U050,S577,2025-02-01 21:05:00,21,5,Task Management,Track Progress,523,Failed,Medium,4,3.7,Chinese,0.79,Yes
U032,S578,2025-02-02 06:19:00,6,6,Task Management,Track Progress,293,Failed,Medium,2,3.3,French,-0.6,No
U031,S579,2025-02-01 16:41:00,16,5,Executive Assistant,Generate Summary,274,Completed,High,5,4.3,French,0.23,Yes
U039,S580,2025-02-02 05:01:00,5,6,Task Management,Send Reminder,323,Failed,Low,6,3.3,French,0.07,No
U043,S581,2025-02-01 22:38:00,22,5,Calendar Agent,Update Event,81,In Progress,Medium,10,3.9,German,0.65,No
U005,S582,2025-02-01 15:49:00,15,5,Executive Assistant,Generate Summary,260,In Progress,Low,7,4.5,English,-0.68,Yes
U017,S583,2025-02-01 22:23:00,22,5,Task Management,Assign Task,132,Completed,Low,7,4.8,Spanish,-0.87,No
U034,S584,2025-02-01 16:02:00,16,5,Task Management,Track Progress,66,Failed,Medium,9,3.1,French,0.46,No
U010,S585,2025-02-02 05:40:00,5,6,Executive Assistant,Schedule Meeting,498,In Progress,Medium,8,4.9,Chinese,0.5,Yes
U012,S586,2025-02-01 11:34:00,11,5,Task Management,Track Progress,172,Failed,Medium,8,3.8,Chinese,0.74,Yes
U041,S587,2025-02-02 01:46:00,1,6,Executive Assistant,Generate Summary,510,In Progress,Medium,8,3.1,Chinese,0.38,Yes
U003,S588,2025-02-02 00:33:00,0,6,Executive Assistant,Generate Summary,593,Completed,Medium,7,4.6,English,-0.41,Yes
U021,S589,2025-02-02 00:02:00,0,6,Calendar Agent,Send Confirmation,319,Failed,High,7,3.4,Spanish,-0.32,Yes
U020,S590,2025-02-02 01:49:00,1,6,Task Management,Track Progress,188,Failed,High,9,4.8,English,0.49,Yes
U024,S591,2025-02-01 22:19:00,22,5,Task Management,Send Reminder,211,Failed,Low,2,3.0,Spanish,-0.25,No
U013,S592,2025-02-02 03:58:00,3,6,Executive Assistant,Generate Summary,61,In Progress,Low,9,4.7,German,0.49,Yes
U009,S593,2025-02-02 02:57:00,2,6,Task Management,Send Reminder,406,In Progress,Low,10,4.1,German,-0.99,No
U040,S594,2025-02-01 16:29:00,16,5,Executive Assistant,Generate Summary,240,Failed,Low,5,4.7,Spanish,-0.8,No
U036,S595,2025-02-01 09:35:00,9,5,Calendar Agent,Resolve Conflict,382,In Progress,Low,3,4.7,Chinese,0.51,Yes
U048,S596,2025-02-01 17:19:00,17,5,Calendar Agent,Resolve Conflict,351,In Progress,High,10,4.6,French,-0.1,Yes
U043,S597,2025-02-01 17:48:00,17,5,Executive Assistant,Generate Summary,457,Completed,Medium,1,4.6,Spanish,0.76,No
U016,S598,2025-02-01 17:26:00,17,5,Executive Assistant,Send Email,203,Completed,Low,5,3.3,Chinese,0.62,No
U027,S599,2025-02-01 08:55:00,8,5,Calendar Agent,Resolve Conflict,270,Failed,High,9,4.2,English,-0.19,No
U001,S600,2025-02-01 15:53:00,15,5,Executive Assistant,Generate Summary,91,Completed,Medium,4,4.1,German,0.95,No
U046,S601,2025-02-02 04:33:00,4,6,Task Management,Track Progress,299,Failed,Low,10,4.4,Spanish,-0.12,Yes
U029,S602,2025-02-01 12:46:00,12,5,Task Management,Send Reminder,585,Failed,High,3,4.2,Chinese,-0.33,No
U016,S603,2025-02-01 22:04:00,22,5,Executive Assistant,Generate Summary,71,In Progress,High,1,3.9,Spanish,-0.35,Yes
U043,S604,2025-02-01 11:06:00,11,5,Task Management,Assign Task,194,Completed,Medium,2,4.4,Spanish,-0.33,Yes
U014,S605,2025-02-01 11:33:00,11,5,Task Management,Assign Task,70,In Progress,Low,6,4.1,English,-0.6,Yes
U047,S606,2025-02-01 11:53:00,11,5,Calendar Agent,Resolve Conflict,402,In Progress,Medium,10,4.1,German,-0.86,Yes
U043,S607,2025-02-01 13:35:00,13,5,Executive Assistant,Generate Summary,276,In Progress,Low,5,3.6,German,0.14,No
U009,S608,2025-02-01 15:44:00,15,5,Executive Assistant,Generate Summary,418,Failed,Medium,10,4.5,English,0.6,Yes
U032,S609,2025-02-02 05:50:00,5,6,Calendar Agent,Update Event,343,In Progress,Low,2,4.2,Spanish,0.52,Yes
U018,S610,2025-02-01 17:10:00,17,5,Executive Assistant,Generate Summary,434,Completed,Medium,6,3.1,Chinese,0.37,Yes
U027,S611,2025-02-01 23:23:00,23,5,Calendar Agent,Update Event,388,In Progress,Low,6,4.6,English,0.4,No
U015,S612,2025-02-02 00:43:00,0,6,Task Management,Track Progress,493,Failed,Medium,7,4.0,German,-0.12,No
U012,S613,2025-02-01 12:40:00,12,5,Task Management,Assign Task,275,In Progress,Low,5,4.0,French,-0.29,No
U010,S614,2025-02-01 23:09:00,23,5,Calendar Agent,Update Event,85,In Progress,Medium,9,4.7,French,0.85,No
U047,S615,2025-02-01 21:53:00,21,5,Task Management,Assign Task,65,Failed,Low,7,3.7,German,0.62,No
U015,S616,2025-02-02 04:43:00,4,6,Executive Assistant,Schedule Meeting,482,Failed,Low,9,4.1,English,0.01,No
U034,S617,2025-02-01 14:47:00,14,5,Task Management,Send Reminder,192,Completed,Medium,9,4.6,Spanish,0.78,Yes
U040,S618,2025-02-02 06:48:00,6,6,Task Management,Assign Task,120,Failed,Low,6,4.5,English,-0.51,No
U035,S619,2025-02-01 21:28:00,21,5,Task Management,Assign Task,556,Failed,Medium,1,4.4,English,-0.9,Yes
U003,S620,2025-02-01 15:14:00,15,5,Executive Assistant,Generate Summary,197,Failed,Low,3,3.1,German,0.25,Yes
U030,S621,2025-02-01 23:38:00,23,5,Calendar Agent,Resolve Conflict,514,Completed,Low,7,4.4,English,0.36,No
U031,S622,2025-02-02 05:20:00,5,6,Task Management,Assign Task,426,Completed,Low,8,3.9,German,0.95,Yes
U040,S623,2025-02-01 12:10:00,12,5,Calendar Agent,Resolve Conflict,418,Completed,Low,7,3.2,English,-0.71,No
U036,S624,2025-02-01 19:18:00,19,5,Executive Assistant,Send Email,320,Failed,Medium,8,4.5,Chinese,0.92,Yes
U047,S625,2025-02-02 01:33:00,1,6,Task Management,Assign Task,591,In Progress,Medium,8,3.7,Spanish,0.16,No
U045,S626,2025-02-02 03:15:00,3,6,Executive Assistant,Generate Summary,458,In Progress,Medium,8,3.2,Spanish,0.22,Yes
U025,S627,2025-02-02 02:29:00,2,6,Executive Assistant,Generate Summary,342,In Progress,High,2,3.2,French,0.09,No
U007,S628,2025-02-01 17:20:00,17,5,Task Management,Assign Task,213,Completed,High,1,4.8,French,0.7,Yes
U037,S629,2025-02-01 21:52:00,21,5,Executive Assistant,Schedule Meeting,188,In Progress,High,9,4.0,Spanish,-0.59,No
U036,S630,2025-02-01 12:37:00,12,5,Executive Assistant,Schedule Meeting,353,Failed,High,7,4.6,Chinese,-0.68,Yes
U020,S631,2025-02-01 19:24:00,19,5,Calendar Agent,Send Confirmation,498,Completed,Medium,7,3.8,Chinese,-0.2,Yes
U015,S632,2025-02-01 09:36:00,9,5,Task Management,Track Progress,325,Failed,Low,6,4.5,English,0.07,Yes
U017,S633,2025-02-01 13:25:00,13,5,Calendar Agent,Send Confirmation,533,Completed,Medium,3,4.8,German,0.13,No
U012,S634,2025-02-01 17:59:00,17,5,Executive Assistant,Send Email,469,Failed,Low,7,4.6,Spanish,-0.07,No
U021,S635,2025-02-01 16:49:00,16,5,Executive Assistant,Send Email,137,Failed,Low,2,4.3,French,0.81,Yes
U004,S636,2025-02-02 05:02:00,5,6,Task Management,Track Progress,266,In Progress,High,5,3.8,German,-0.78,Yes
U001,S637,2025-02-01 18:44:00,18,5,Executive Assistant,Send Email,291,In Progress,High,1,3.2,Spanish,-0.81,Yes
U012,S638,2025-02-02 03:04:00,3,6,Calendar Agent,Update Event,156,Completed,Low,6,3.7,English,0.49,No
U043,S639,2025-02-01 23:23:00,23,5,Executive Assistant,Schedule Meeting,173,In Progress,Medium,7,3.5,Spanish,-0.82,Yes
U024,S640,2025-02-01 13:14:00,13,5,Calendar Agent,Update Event,117,Completed,High,5,3.9,English,-0.48,Yes
U009,S641,2025-02-01 16:48:00,16,5,Calendar Agent,Resolve Conflict,455,Failed,Low,3,3.6,Chinese,-0.46,Yes
U036,S642,2025-02-01 16:36:00,16,5,Executive Assistant,Schedule Meeting,148,Failed,High,1,5.0,Spanish,-0.81,No
U019,S643,2025-02-01 22:45:00,22,5,Executive Assistant,Generate Summary,394,Completed,Medium,4,3.0,Spanish,0.42,No
U006,S644,2025-02-02 07:35:00,7,6,Executive Assistant,Send Email,411,Completed,Low,5,3.4,Spanish,0.68,No
U037,S645,2025-02-01 20:22:00,20,5,Task Management,Send Reminder,276,Completed,High,4,4.5,Chinese,0.39,No
U020,S646,2025-02-01 18:58:00,18,5,Calendar Agent,Update Event,208,Failed,Medium,1,4.9,Chinese,-0.43,Yes
U030,S647,2025-02-01 13:53:00,13,5,Calendar Agent,Resolve Conflict,327,Completed,Medium,7,4.5,German,-0.51,No
U049,S648,2025-02-02 07:10:00,7,6,Executive Assistant,Send Email,157,Completed,Low,2,4.1,English,-0.48,No
U047,S649,2025-02-02 06:16:00,6,6,Task Management,Assign Task,541,In Progress,Low,8,3.4,Chinese,0.56,Yes
U025,S650,2025-02-02 01:33:00,1,6,Calendar Agent,Send Confirmation,518,In Progress,Low,10,3.7,Chinese,0.75,Yes
U036,S651,2025-02-01 12:00:00,12,5,Calendar Agent,Update Event,100,Failed,High,7,4.1,German,-0.19,No
U015,S652,2025-02-02 06:43:00,6,6,Calendar Agent,Resolve Conflict,456,In Progress,Medium,2,4.7,Chinese,0.38,Yes
U014,S653,2025-02-02 02:10:00,2,6,Calendar Agent,Send Confirmation,221,Failed,Medium,10,4.9,Chinese,0.83,Yes
U029,S654,2025-02-02 00:32:00,0,6,Task Management,Track Progress,341,In Progress,Low,2,4.2,Spanish,-0.78,Yes
U043,S655,2025-02-01 17:53:00,17,5,Executive Assistant,Send Email,373,Completed,High,6,3.7,German,-0.17,No
U037,S656,2025-02-01 22:49:00,22,5,Calendar Agent,Send Confirmation,328,Failed,Medium,1,4.3,German,-0.29,No
U018,S657,2025-02-02 00:31:00,0,6,Task Management,Assign Task,331,In Progress,Low,10,3.4,French,-0.89,Yes
U016,S658,2025-02-01 11:35:00,11,5,Task Management,Track Progress,324,Failed,Medium,9,3.4,French,0.96,No
U034,S659,2025-02-01 16:42:00,16,5,Executive Assistant,Send Email,506,Completed,Low,5,3.6,German,-0.54,Yes
U043,S660,2025-02-01 19:35:00,19,5,Calendar Agent,Send Confirmation,101,Completed,Medium,7,4.9,English,-0.88,Yes
U040,S661,2025-02-01 22:42:00,22,5,Executive Assistant,Schedule Meeting,208,In Progress,High,10,3.6,French,-0.17,Yes
U011,S662,2025-02-01 09:13:00,9,5,Calendar Agent,Update Event,436,Completed,Low,2,3.1,German,-0.5,No
U041,S663,2025-02-01 12:12:00,12,5,Executive Assistant,Send Email,69,Failed,Medium,4,3.5,English,-0.9,Yes
U046,S664,2025-02-01 13:49:00,13,5,Executive Assistant,Generate Summary,383,In Progress,Low,6,4.8,English,-0.5,Yes
U005,S665,2025-02-01 11:44:00,11,5,Executive Assistant,Schedule Meeting,66,In Progress,High,5,4.4,French,0.15,No
U021,S666,2025-02-01 19:57:00,19,5,Task Management,Send Reminder,470,In Progress,High,1,3.5,Spanish,-0.77,Yes
U040,S667,2025-02-01 23:05:00,23,5,Task Management,Track Progress,340,Completed,Medium,6,3.9,English,-0.39,No
U038,S668,2025-02-01 13:45:00,13,5,Executive Assistant,Generate Summary,105,Failed,Low,7,3.6,Spanish,-0.12,No
U035,S669,2025-02-02 06:54:00,6,6,Task Management,Send Reminder,463,Failed,Medium,2,3.1,Chinese,0.18,No
U017,S670,2025-02-01 21:59:00,21,5,Calendar Agent,Resolve Conflict,200,Completed,Low,1,3.5,French,-0.17,No
U039,S671,2025-02-01 16:43:00,16,5,Executive Assistant,Schedule Meeting,586,In Progress,High,4,5.0,English,-0.1,No
U044,S672,2025-02-01 11:43:00,11,5,Calendar Agent,Update Event,399,Completed,High,1,3.6,Spanish,0.83,No
U004,S673,2025-02-01 23:39:00,23,5,Calendar Agent,Resolve Conflict,264,Completed,High,2,3.3,Spanish,0.03,Yes
U031,S674,2025-02-01 12:20:00,12,5,Calendar Agent,Resolve Conflict,79,Failed,High,4,4.3,Spanish,0.26,Yes
U004,S675,2025-02-01 23:05:00,23,5,Task Management,Send Reminder,215,Completed,Medium,5,4.6,Chinese,0.68,Yes
U036,S676,2025-02-01 19:09:00,19,5,Calendar Agent,Resolve Conflict,487,In Progress,Low,6,3.5,Spanish,0.25,No
U020,S677,2025-02-01 15:36:00,15,5,Executive Assistant,Send Email,133,Completed,High,3,3.3,Spanish,0.56,No
U049,S678,2025-02-02 05:41:00,5,6,Calendar Agent,Update Event,474,Completed,Low,6,4.5,German,-0.67,No
U034,S679,2025-02-01 22:31:00,22,5,Task Management,Send Reminder,427,In Progress,Medium,6,4.2,Chinese,0.46,Yes
U020,S680,2025-02-01 10:42:00,10,5,Executive Assistant,Generate Summary,518,In Progress,Low,4,4.3,Chinese,-0.19,No
U039,S681,2025-02-02 01:23:00,1,6,Calendar Agent,Update Event,391,Completed,High,9,4.1,Chinese,-0.28,Yes
U034,S682,2025-02-02 05:09:00,5,6,Task Management,Track Progress,322,Completed,Medium,2,3.4,English,-0.48,No
U018,S683,2025-02-01 12:53:00,12,5,Calendar Agent,Update Event,517,Failed,Medium,2,4.0,French,0.26,Yes
U012,S684,2025-02-01 14:39:00,14,5,Calendar Agent,Send Confirmation,287,Failed,Low,6,3.5,English,-0.19,No
U036,S685,2025-02-01 16:56:00,16,5,Calendar Agent,Send Confirmation,100,Failed,High,2,3.9,Spanish,0.6,Yes
U043,S686,2025-02-01 12:43:00,12,5,Executive Assistant,Generate Summary,527,In Progress,Low,4,4.5,Spanish,-0.95,Yes
U013,S687,2025-02-02 01:57:00,1,6,Executive Assistant,Schedule Meeting,110,In Progress,Medium,3,4.3,French,-0.22,No
U049,S688,2025-02-02 02:59:00,2,6,Executive Assistant,Generate Summary,279,Completed,Medium,1,3.7,Spanish,-0.45,Yes
U044,S689,2025-02-01 16:37:00,16,5,Task Management,Send Reminder,284,In Progress,Medium,5,3.2,Spanish,0.38,No
U005,S690,2025-02-01 21:11:00,21,5,Task Management,Track Progress,290,Failed,Medium,2,4.4,German,0.26,No
U036,S691,2025-02-02 00:37:00,0,6,Executive Assistant,Schedule Meeting,364,Completed,High,8,3.3,German,-0.76,Yes
U050,S692,2025-02-01 14:01:00,14,5,Calendar Agent,Resolve Conflict,176,In Progress,Low,7,4.2,Spanish,-0.42,No
U013,S693,2025-02-02 01:29:00,1,6,Task Management,Assign Task,345,In Progress,High,3,3.9,French,-0.12,Yes
U035,S694,2025-02-01 18:29:00,18,5,Executive Assistant,Generate Summary,312,In Progress,Medium,10,4.0,French,-0.76,No
U034,S695,2025-02-02 07:58:00,7,6,Task Management,Track Progress,130,Failed,Low,9,4.3,German,-0.2,Yes
U039,S696,2025-02-01 11:24:00,11,5,Task Management,Send Reminder,527,In Progress,Medium,3,3.9,German,-0.74,No
U042,S697,2025-02-01 19:18:00,19,5,Calendar Agent,Update Event,301,In Progress,Low,10,4.1,French,0.31,Yes
U012,S698,2025-02-02 07:43:00,7,6,Task Management,Track Progress,549,Completed,Low,4,3.3,German,0.0,Yes
U003,S699,2025-02-01 18:05:00,18,5,Task Management,Track Progress,335,In Progress,Medium,6,3.8,Chinese,-0.8,No
U018,S700,2025-02-01 19:44:00,19,5,Executive Assistant,Schedule Meeting,243,In Progress,Medium,7,3.7,French,-0.47,No
U047,S701,2025-02-01 18:37:00,18,5,Executive Assistant,Schedule Meeting,530,In Progress,Low,1,3.9,French,0.76,Yes
U002,S702,2025-02-01 11:45:00,11,5,Task Management,Send Reminder,491,In Progress,Medium,10,3.6,German,-0.7,No
U025,S703,2025-02-01 17:43:00,17,5,Executive Assistant,Generate Summary,215,In Progress,High,10,4.7,French,0.75,No
U044,S704,2025-02-01 12:55:00,12,5,Executive Assistant,Send Email,274,Failed,High,8,4.8,German,-0.12,Yes
U021,S705,2025-02-01 18:10:00,18,5,Task Management,Track Progress,527,Completed,Low,9,4.3,French,-0.63,No
U045,S706,2025-02-01 20:18:00,20,5,Task Management,Send Reminder,193,In Progress,Medium,5,5.0,Spanish,-0.99,No
U005,S707,2025-02-02 01:42:00,1,6,Task Management,Assign Task,504,In Progress,Low,6,4.4,Chinese,-0.79,No
U013,S708,2025-02-02 07:11:00,7,6,Calendar Agent,Resolve Conflict,227,Failed,Medium,3,3.7,German,0.03,No
U026,S709,2025-02-01 23:19:00,23,5,Task Management,Track Progress,519,In Progress,Medium,9,4.0,Spanish,-0.56,No
U018,S710,2025-02-02 07:26:00,7,6,Calendar Agent,Update Event,430,In Progress,Medium,7,3.8,Spanish,0.96,Yes
U005,S711,2025-02-02 02:51:00,2,6,Executive Assistant,Generate Summary,579,Failed,High,9,3.9,Spanish,-0.2,No
U008,S712,2025-02-01 17:27:00,17,5,Task Management,Send Reminder,376,In Progress,Low,6,3.9,German,-0.76,No
U039,S713,2025-02-01 22:15:00,22,5,Task Management,Track Progress,579,Failed,High,5,3.7,Spanish,0.59,No
U002,S714,2025-02-02 00:45:00,0,6,Task Management,Send Reminder,529,Completed,Low,3,3.9,Chinese,-0.63,No
U012,S715,2025-02-02 06:11:00,6,6,Task Management,Assign Task,497,Completed,High,5,3.2,German,0.73,No
U020,S716,2025-02-01 20:48:00,20,5,Task Management,Send Reminder,491,Completed,High,2,3.4,French,-0.03,Yes
U002,S717,2025-02-02 01:18:00,1,6,Task Management,Track Progress,73,In Progress,Low,4,4.9,Spanish,0.63,Yes
U036,S718,2025-02-01 23:43:00,23,5,Executive Assistant,Send Email,292,Completed,Medium,9,4.3,English,0.96,Yes
U011,S719,2025-02-01 16:14:00,16,5,Calendar Agent,Resolve Conflict,229,Failed,High,1,4.7,German,-0.62,No
U010,S720,2025-02-01 17:26:00,17,5,Executive Assistant,Generate Summary,388,Completed,High,4,4.4,English,0.78,No
U042,S721,2025-02-01 15:19:00,15,5,Executive Assistant,Schedule Meeting,226,Failed,Low,5,4.9,Chinese,0.87,Yes
U019,S722,2025-02-01 18:34:00,18,5,Task Management,Track Progress,475,Failed,High,5,4.9,Chinese,-0.7,Yes
U014,S723,2025-02-02 04:27:00,4,6,Executive Assistant,Send Email,588,In Progress,High,3,3.8,English,-0.75,Yes
U033,S724,2025-02-01 20:12:00,20,5,Calendar Agent,Send Confirmation,428,In Progress,High,5,4.8,French,-0.37,No
U002,S725,2025-02-01 11:11:00,11,5,Calendar Agent,Send Confirmation,459,Completed,High,1,3.3,Chinese,-0.99,No
U039,S726,2025-02-01 21:40:00,21,5,Executive Assistant,Schedule Meeting,564,Completed,Medium,4,4.0,French,-0.23,Yes
U029,S727,2025-02-02 06:34:00,6,6,Task Management,Track Progress,322,Failed,Medium,4,4.4,German,0.64,Yes
U029,S728,2025-02-01 19:50:00,19,5,Calendar Agent,Send Confirmation,155,In Progress,Low,6,3.6,French,0.05,Yes
U042,S729,2025-02-01 23:07:00,23,5,Executive Assistant,Schedule Meeting,450,Completed,Low,9,4.5,French,0.95,Yes
U039,S730,2025-02-01 13:21:00,13,5,Executive Assistant,Send Email,422,Failed,Low,8,3.8,French,0.52,Yes
U040,S731,2025-02-02 07:03:00,7,6,Calendar Agent,Resolve Conflict,170,In Progress,Low,4,4.8,English,0.48,Yes
U012,S732,2025-02-01 23:47:00,23,5,Calendar Agent,Resolve Conflict,265,In Progress,High,3,3.9,Chinese,0.53,Yes
U008,S733,2025-02-01 18:12:00,18,5,Calendar Agent,Update Event,211,In Progress,Low,2,3.2,Spanish,-0.06,No
U040,S734,2025-02-02 03:13:00,3,6,Calendar Agent,Send Confirmation,538,In Progress,Low,1,4.9,Chinese,-0.56,No
U030,S735,2025-02-01 14:58:00,14,5,Calendar Agent,Send Confirmation,191,In Progress,Low,8,3.5,German,0.55,No
U026,S736,2025-02-01 17:42:00,17,5,Executive Assistant,Send Email,419,Failed,High,2,4.7,English,-0.14,Yes
U049,S737,2025-02-01 18:09:00,18,5,Executive Assistant,Send Email,466,Completed,High,8,3.7,German,0.51,No
U011,S738,2025-02-02 03:50:00,3,6,Executive Assistant,Generate Summary,112,In Progress,Low,6,3.7,Chinese,-0.28,Yes
U042,S739,2025-02-02 05:07:00,5,6,Executive Assistant,Schedule Meeting,489,Completed,Low,4,3.6,German,0.93,Yes
U005,S740,2025-02-01 17:40:00,17,5,Calendar Agent,Send Confirmation,600,Completed,High,10,4.9,French,0.43,No
U004,S741,2025-02-01 13:11:00,13,5,Task Management,Assign Task,110,Failed,Medium,5,4.7,French,0.48,No
U048,S742,2025-02-01 12:22:00,12,5,Executive Assistant,Schedule Meeting,355,Completed,Medium,9,3.9,Spanish,-0.33,No
U040,S743,2025-02-01 20:03:00,20,5,Executive Assistant,Generate Summary,237,Failed,Medium,10,3.5,Spanish,-0.31,No
U008,S744,2025-02-01 15:00:00,15,5,Task Management,Send Reminder,467,Completed,Medium,2,3.2,Spanish,-0.97,Yes
U003,S745,2025-02-01 10:11:00,10,5,Calendar Agent,Send Confirmation,103,In Progress,High,9,3.4,German,0.81,Yes
U011,S746,2025-02-01 10:47:00,10,5,Calendar Agent,Update Event,161,Failed,Low,7,3.1,Chinese,-0.77,Yes
U010,S747,2025-02-01 22:32:00,22,5,Executive Assistant,Generate Summary,139,Completed,Low,1,4.3,Spanish,0.39,No
U041,S748,2025-02-01 21:11:00,21,5,Task Management,Track Progress,362,In Progress,Medium,8,3.4,English,-0.69,Yes
U027,S749,2025-02-02 01:06:00,1,6,Task Management,Send Reminder,239,In Progress,Low,5,4.0,English,0.33,No
U019,S750,2025-02-01 12:30:00,12,5,Task Management,Send Reminder,510,In Progress,Low,3,3.3,French,0.03,Yes
U016,S751,2025-02-01 23:11:00,23,5,Executive Assistant,Schedule Meeting,331,In Progress,Low,3,4.9,English,0.09,Yes
U036,S752,2025-02-02 07:26:00,7,6,Executive Assistant,Schedule Meeting,382,In Progress,Medium,8,3.2,English,0.31,Yes
U050,S753,2025-02-02 06:08:00,6,6,Executive Assistant,Generate Summary,474,In Progress,High,7,3.6,French,0.5,No
U015,S754,2025-02-02 04:40:00,4,6,Calendar Agent,Resolve Conflict,391,Completed,High,5,3.6,English,-0.8,Yes
U046,S755,2025-02-02 04:45:00,4,6,Executive Assistant,Schedule Meeting,252,In Progress,Low,6,4.4,Chinese,0.55,Yes
U023,S756,2025-02-01 08:34:00,8,5,Task Management,Send Reminder,594,In Progress,Medium,3,3.7,French,0.82,Yes
U007,S757,2025-02-02 00:39:00,0,6,Task Management,Assign Task,128,Failed,High,7,4.9,German,0.3,No
U006,S758,2025-02-02 05:16:00,5,6,Task Management,Send Reminder,84,Completed,Low,5,3.2,Spanish,-0.38,No
U035,S759,2025-02-01 22:57:00,22,5,Task Management,Assign Task,294,In Progress,Low,7,3.8,Chinese,0.51,No
U014,S760,2025-02-01 17:29:00,17,5,Calendar Agent,Send Confirmation,563,In Progress,Medium,7,4.3,English,-0.01,No
